k,"Probability Content, p, between ?2 and +?",,,,,,,,,,,,,,
,0.995,0.99,0.975,0.95,0.9,0.75,0.5,0.25,0.1,0.05,0.025,0.01,0.005,0.002,0.001
1,3.93E-05,1.57E-04,9.82E-04,0.00393,0.0157,0.102,0.455,1.323,2.706,3.841,5.024,6.635,7.879,9.55,10.828
2,0.01,0.0201,0.0506,0.103,0.211,0.575,1.386,2.773,4.605,5.991,7.378,9.21,10.597,12.429,13.816
3,0.0717,0.115,0.216,0.352,0.584,1.213,2.366,4.108,6.251,7.815,9.348,11.345,12.838,14.796,16.266
4,0.207,0.297,0.484,0.711,1.064,1.923,3.357,5.385,7.779,9.488,11.143,13.277,14.86,16.924,18.467
5,0.412,0.554,0.831,1.145,1.61,2.675,4.351,6.626,9.236,11.07,12.833,15.086,16.75,18.907,20.515
6,0.676,0.872,1.237,1.635,2.204,3.455,5.348,7.841,10.645,12.592,14.449,16.812,18.548,20.791,22.458
7,0.989,1.239,1.69,2.167,2.833,4.255,6.346,9.037,12.017,14.067,16.013,18.475,20.278,22.601,24.322
8,1.344,1.646,2.18,2.733,3.49,5.071,7.344,10.219,13.362,15.507,17.535,20.09,21.955,24.352,26.124
9,1.735,2.088,2.7,3.325,4.168,5.899,8.343,11.389,14.684,16.919,19.023,21.666,23.589,26.056,27.877
10,2.156,2.558,3.247,3.94,4.865,6.737,9.342,12.549,15.987,18.307,20.483,23.209,25.188,27.722,29.588
11,2.603,3.053,3.816,4.575,5.578,7.584,10.341,13.701,17.275,19.675,21.92,24.725,26.757,29.354,31.264
12,3.074,3.571,4.404,5.226,6.304,8.438,11.34,14.845,18.549,21.026,23.337,26.217,28.3,30.957,32.909
13,3.565,4.107,5.009,5.892,7.042,9.299,12.34,15.984,19.812,22.362,24.736,27.688,29.819,32.535,34.528
14,4.075,4.66,5.629,6.571,7.79,10.165,13.339,17.117,21.064,23.685,26.119,29.141,31.319,34.091,36.123
15,4.601,5.229,6.262,7.261,8.547,11.037,14.339,18.245,22.307,24.996,27.488,30.578,32.801,35.628,37.697
16,5.142,5.812,6.908,7.962,9.312,11.912,15.338,19.369,23.542,26.296,28.845,32,34.267,37.146,39.252
17,5.697,6.408,7.564,8.672,10.085,12.792,16.338,20.489,24.769,27.587,30.191,33.409,35.718,38.648,40.79
18,6.265,7.015,8.231,9.39,10.865,13.675,17.338,21.605,25.989,28.869,31.526,34.805,37.156,40.136,42.312
19,6.844,7.633,8.907,10.117,11.651,14.562,18.338,22.718,27.204,30.144,32.852,36.191,38.582,41.61,43.82
20,7.434,8.26,9.591,10.851,12.443,15.452,19.337,23.828,28.412,31.41,34.17,37.566,39.997,43.072,45.315
21,8.034,8.897,10.283,11.591,13.24,16.344,20.337,24.935,29.615,32.671,35.479,38.932,41.401,44.522,46.797
22,8.643,9.542,10.982,12.338,14.041,17.24,21.337,26.039,30.813,33.924,36.781,40.289,42.796,45.962,48.268
23,9.26,10.196,11.689,13.091,14.848,18.137,22.337,27.141,32.007,35.172,38.076,41.638,44.181,47.391,49.728
24,9.886,10.856,12.401,13.848,15.659,19.037,23.337,28.241,33.196,36.415,39.364,42.98,45.559,48.812,51.179
25,10.52,11.524,13.12,14.611,16.473,19.939,24.337,29.339,34.382,37.652,40.646,44.314,46.928,50.223,52.62
26,11.16,12.198,13.844,15.379,17.292,20.843,25.336,30.435,35.563,38.885,41.923,45.642,48.29,51.627,54.052
27,11.808,12.879,14.573,16.151,18.114,21.749,26.336,31.528,36.741,40.113,43.195,46.963,49.645,53.023,55.476
28,12.461,13.565,15.308,16.928,18.939,22.657,27.336,32.62,37.916,41.337,44.461,48.278,50.993,54.411,56.892
29,13.121,14.256,16.047,17.708,19.768,23.567,28.336,33.711,39.087,42.557,45.722,49.588,52.336,55.792,58.301
30,13.787,14.953,16.791,18.493,20.599,24.478,29.336,34.8,40.256,43.773,46.979,50.892,53.672,57.167,59.703
31,14.458,15.655,17.539,19.281,21.434,25.39,30.336,35.887,41.422,44.985,48.232,52.191,55.003,58.536,61.098
32,15.134,16.362,18.291,20.072,22.271,26.304,31.336,36.973,42.585,46.194,49.48,53.486,56.328,59.899,62.487
33,15.815,17.074,19.047,20.867,23.11,27.219,32.336,38.058,43.745,47.4,50.725,54.776,57.648,61.256,63.87
34,16.501,17.789,19.806,21.664,23.952,28.136,33.336,39.141,44.903,48.602,51.966,56.061,58.964,62.608,65.247
35,17.192,18.509,20.569,22.465,24.797,29.054,34.336,40.223,46.059,49.802,53.203,57.342,60.275,63.955,66.619
36,17.887,19.233,21.336,23.269,25.643,29.973,35.336,41.304,47.212,50.998,54.437,58.619,61.581,65.296,67.985
37,18.586,19.96,22.106,24.075,26.492,30.893,36.336,42.383,48.363,52.192,55.668,59.893,62.883,66.633,69.346
38,19.289,20.691,22.878,24.884,27.343,31.815,37.335,43.462,49.513,53.384,56.896,61.162,64.181,67.966,70.703
39,19.996,21.426,23.654,25.695,28.196,32.737,38.335,44.539,50.66,54.572,58.12,62.428,65.476,69.294,72.055
40,20.707,22.164,24.433,26.509,29.051,33.66,39.335,45.616,51.805,55.758,59.342,63.691,66.766,70.618,73.402
41,21.421,22.906,25.215,27.326,29.907,34.585,40.335,46.692,52.949,56.942,60.561,64.95,68.053,71.938,74.745
42,22.138,23.65,25.999,28.144,30.765,35.51,41.335,47.766,54.09,58.124,61.777,66.206,69.336,73.254,76.084
43,22.859,24.398,26.785,28.965,31.625,36.436,42.335,48.84,55.23,59.304,62.99,67.459,70.616,74.566,77.419
44,23.584,25.148,27.575,29.787,32.487,37.363,43.335,49.913,56.369,60.481,64.201,68.71,71.893,75.874,78.75
45,24.311,25.901,28.366,30.612,33.35,38.291,44.335,50.985,57.505,61.656,65.41,69.957,73.166,77.179,80.077
46,25.041,26.657,29.16,31.439,34.215,39.22,45.335,52.056,58.641,62.83,66.617,71.201,74.437,78.481,81.4
47,25.775,27.416,29.956,32.268,35.081,40.149,46.335,53.127,59.774,64.001,67.821,72.443,75.704,79.78,82.72
48,26.511,28.177,30.755,33.098,35.949,41.079,47.335,54.196,60.907,65.171,69.023,73.683,76.969,81.075,84.037
49,27.249,28.941,31.555,33.93,36.818,42.01,48.335,55.265,62.038,66.339,70.222,74.919,78.231,82.367,85.351
50,27.991,29.707,32.357,34.764,37.689,42.942,49.335,56.334,63.167,67.505,71.42,76.154,79.49,83.657,86.661
51,28.735,30.475,33.162,35.6,38.56,43.874,50.335,57.401,64.295,68.669,72.616,77.386,80.747,84.943,87.968
52,29.481,31.246,33.968,36.437,39.433,44.808,51.335,58.468,65.422,69.832,73.81,78.616,82.001,86.227,89.272
53,30.23,32.018,34.776,37.276,40.308,45.741,52.335,59.534,66.548,70.993,75.002,79.843,83.253,87.507,90.573
54,30.981,32.793,35.586,38.116,41.183,46.676,53.335,60.6,67.673,72.153,76.192,81.069,84.502,88.786,91.872
55,31.735,33.57,36.398,38.958,42.06,47.61,54.335,61.665,68.796,73.311,77.38,82.292,85.749,90.061,93.168
56,32.49,34.35,37.212,39.801,42.937,48.546,55.335,62.729,69.919,74.468,78.567,83.513,86.994,91.335,94.461
57,33.248,35.131,38.027,40.646,43.816,49.482,56.335,63.793,71.04,75.624,79.752,84.733,88.236,92.605,95.751
58,34.008,35.913,38.844,41.492,44.696,50.419,57.335,64.857,72.16,76.778,80.936,85.95,89.477,93.874,97.039
59,34.77,36.698,39.662,42.339,45.577,51.356,58.335,65.919,73.279,77.931,82.117,87.166,90.715,95.14,98.324
60,35.534,37.485,40.482,43.188,46.459,52.294,59.335,66.981,74.397,79.082,83.298,88.379,91.952,96.404,99.607
61,36.301,38.273,41.303,44.038,47.342,53.232,60.335,68.043,75.514,80.232,84.476,89.591,93.186,97.665,100.888
62,37.068,39.063,42.126,44.889,48.226,54.171,61.335,69.104,76.63,81.381,85.654,90.802,94.419,98.925,102.166
63,37.838,39.855,42.95,45.741,49.111,55.11,62.335,70.165,77.745,82.529,86.83,92.01,95.649,100.182,103.442
64,38.61,40.649,43.776,46.595,49.996,56.05,63.335,71.225,78.86,83.675,88.004,93.217,96.878,101.437,104.716
65,39.383,41.444,44.603,47.45,50.883,56.99,64.335,72.285,79.973,84.821,89.177,94.422,98.105,102.691,105.988
66,40.158,42.24,45.431,48.305,51.77,57.931,65.335,73.344,81.085,85.965,90.349,95.626,99.33,103.942,107.258
67,40.935,43.038,46.261,49.162,52.659,58.872,66.335,74.403,82.197,87.108,91.519,96.828,100.554,105.192,108.526
68,41.713,43.838,47.092,50.02,53.548,59.814,67.335,75.461,83.308,88.25,92.689,98.028,101.776,106.44,109.791
69,42.494,44.639,47.924,50.879,54.438,60.756,68.334,76.519,84.418,89.391,93.856,99.228,102.996,107.685,111.055
70,43.275,45.442,48.758,51.739,55.329,61.698,69.334,77.577,85.527,90.531,95.023,100.425,104.215,108.929,112.317
71,44.058,46.246,49.592,52.6,56.221,62.641,70.334,78.634,86.635,91.67,96.189,101.621,105.432,110.172,113.577
72,44.843,47.051,50.428,53.462,57.113,63.585,71.334,79.69,87.743,92.808,97.353,102.816,106.648,111.412,114.835
73,45.629,47.858,51.265,54.325,58.006,64.528,72.334,80.747,88.85,93.945,98.516,104.01,107.862,112.651,116.092
74,46.417,48.666,52.103,55.189,58.9,65.472,73.334,81.803,89.956,95.081,99.678,105.202,109.074,113.889,117.346
75,47.206,49.475,52.942,56.054,59.795,66.417,74.334,82.858,91.061,96.217,100.839,106.393,110.286,115.125,118.599
76,47.997,50.286,53.782,56.92,60.69,67.362,75.334,83.913,92.166,97.351,101.999,107.583,111.495,116.359,119.85
77,48.788,51.097,54.623,57.786,61.586,68.307,76.334,84.968,93.27,98.484,103.158,108.771,112.704,117.591,121.1
78,49.582,51.91,55.466,58.654,62.483,69.252,77.334,86.022,94.374,99.617,104.316,109.958,113.911,118.823,122.348
79,50.376,52.725,56.309,59.522,63.38,70.198,78.334,87.077,95.476,100.749,105.473,111.144,115.117,120.052,123.594
80,51.172,53.54,57.153,60.391,64.278,71.145,79.334,88.13,96.578,101.879,106.629,112.329,116.321,121.28,124.839
81,51.969,54.357,57.998,61.261,65.176,72.091,80.334,89.184,97.68,103.01,107.783,113.512,117.524,122.507,126.083
82,52.767,55.174,58.845,62.132,66.076,73.038,81.334,90.237,98.78,104.139,108.937,114.695,118.726,123.733,127.324
83,53.567,55.993,59.692,63.004,66.976,73.985,82.334,91.289,99.88,105.267,110.09,115.876,119.927,124.957,128.565
84,54.368,56.813,60.54,63.876,67.876,74.933,83.334,92.342,100.98,106.395,111.242,117.057,121.126,126.179,129.804
85,55.17,57.634,61.389,64.749,68.777,75.881,84.334,93.394,102.079,107.522,112.393,118.236,122.325,127.401,131.041
86,55.973,58.456,62.239,65.623,69.679,76.829,85.334,94.446,103.177,108.648,113.544,119.414,123.522,128.621,132.277
87,56.777,59.279,63.089,66.498,70.581,77.777,86.334,95.497,104.275,109.773,114.693,120.591,124.718,129.84,133.512
88,57.582,60.103,63.941,67.373,71.484,78.726,87.334,96.548,105.372,110.898,115.841,121.767,125.913,131.057,134.745
89,58.389,60.928,64.793,68.249,72.387,79.675,88.334,97.599,106.469,112.022,116.989,122.942,127.106,132.273,135.978
90,59.196,61.754,65.647,69.126,73.291,80.625,89.334,98.65,107.565,113.145,118.136,124.116,128.299,133.489,137.208
91,60.005,62.581,66.501,70.003,74.196,81.574,90.334,99.7,108.661,114.268,119.282,125.289,129.491,134.702,138.438
92,60.815,63.409,67.356,70.882,75.1,82.524,91.334,100.75,109.756,115.39,120.427,126.462,130.681,135.915,139.666
93,61.625,64.238,68.211,71.76,76.006,83.474,92.334,101.8,110.85,116.511,121.571,127.633,131.871,137.127,140.893
94,62.437,65.068,69.068,72.64,76.912,84.425,93.334,102.85,111.944,117.632,122.715,128.803,133.059,138.337,142.119
95,63.25,65.898,69.925,73.52,77.818,85.376,94.334,103.899,113.038,118.752,123.858,129.973,134.247,139.546,143.344
96,64.063,66.73,70.783,74.401,78.725,86.327,95.334,104.948,114.131,119.871,125,131.141,135.433,140.755,144.567
97,64.878,67.562,71.642,75.282,79.633,87.278,96.334,105.997,115.223,120.99,126.141,132.309,136.619,141.962,145.789
98,65.694,68.396,72.501,76.164,80.541,88.229,97.334,107.045,116.315,122.108,127.282,133.476,137.803,143.168,147.01
99,66.51,69.23,73.361,77.046,81.449,89.181,98.334,108.093,117.407,123.225,128.422,134.642,138.987,144.373,148.23
100,67.328,70.065,74.222,77.929,82.358,90.133,99.334,109.141,118.498,124.342,129.561,135.807,140.169,145.577,149.449
101,68.146,70.901,75.083,78.813,83.267,91.085,100.334,110.189,119.589,125.458,130.7,136.971,141.351,146.78,150.667
102,68.965,71.737,75.946,79.697,84.177,92.038,101.334,111.236,120.679,126.574,131.838,138.134,142.532,147.982,151.884
103,69.785,72.575,76.809,80.582,85.088,92.991,102.334,112.284,121.769,127.689,132.975,139.297,143.712,149.183,153.099
104,70.606,73.413,77.672,81.468,85.998,93.944,103.334,113.331,122.858,128.804,134.111,140.459,144.891,150.383,154.314
105,71.428,74.252,78.536,82.354,86.909,94.897,104.334,114.378,123.947,129.918,135.247,141.62,146.07,151.582,155.528
106,72.251,75.092,79.401,83.24,87.821,95.85,105.334,115.424,125.035,131.031,136.382,142.78,147.247,152.78,156.74
107,73.075,75.932,80.267,84.127,88.733,96.804,106.334,116.471,126.123,132.144,137.517,143.94,148.424,153.977,157.952
108,73.899,76.774,81.133,85.015,89.645,97.758,107.334,117.517,127.211,133.257,138.651,145.099,149.599,155.173,159.162
109,74.724,77.616,82,85.903,90.558,98.712,108.334,118.563,128.298,134.369,139.784,146.257,150.774,156.369,160.372
110,75.55,78.458,82.867,86.792,91.471,99.666,109.334,119.608,129.385,135.48,140.917,147.414,151.948,157.563,161.581
111,76.377,79.302,83.735,87.681,92.385,100.62,110.334,120.654,130.472,136.591,142.049,148.571,153.122,158.757,162.788
112,77.204,80.146,84.604,88.57,93.299,101.575,111.334,121.699,131.558,137.701,143.18,149.727,154.294,159.95,163.995
